web-scraper-order,web-scraper-start-url,link,link-href,Light,Soil,Water,Temperature and Humidity,Fertilizer,How to Grow
"1667987268-18530","https://www.thespruce.com/plants-a-to-z-5116344","Lima Beans Phaseolus lunatus","https://www.thespruce.com/how-to-grow-lima-beans-4120940","","","The soil should be well-draining and moderately rich in organic matter. Heavy clay soil can pose problems because lima beans have deep, expansive roots and don't like to sit in wet soil. The soil pH should be slightly acidic to neutral.","","",""
"1667987268-18531","https://www.thespruce.com/plants-a-to-z-5116344","Lima Beans Phaseolus lunatus","https://www.thespruce.com/how-to-grow-lima-beans-4120940","","","","Keep the soil evenly moist but not soggy until germination. Then, make sure the plants receive at least 1 inch of water per week. In hot, dry weather, mulch around the roots to keep them cool and to retain soil moisture. Pay extra attention to watering once the plants are in flower and start setting pods; they will drop the flowers/pods if they experience drought at this point.","",""
"1667987268-18532","https://www.thespruce.com/plants-a-to-z-5116344","Lima Beans Phaseolus lunatus","https://www.thespruce.com/how-to-grow-lima-beans-4120940","","","","","Lima beans can be a bit temperamental about temperature. They don't like extremes and grow best in climates that stay between 70 and 80 degrees Fahrenheit for several months. However, they can handle warmer temperatures better than prolonged cool temperatures, and they aren't frost-hardy. Humidity typically isn't an issue as long as adequate soil moisture is maintained.",""
"1667987284-18533","https://www.thespruce.com/plants-a-to-z-5116344","Leyland Cypress Cuprocyparis leylandii","https://www.thespruce.com/leyland-cypress-trees-2132063","","","","The tree tolerates occasional drought or brief waterlogging, but take care not to allow it to soak in wet soil for long periods, as this can encourage root rot.","",""
"1667987284-18534","https://www.thespruce.com/plants-a-to-z-5116344","Leyland Cypress Cuprocyparis leylandii","https://www.thespruce.com/leyland-cypress-trees-2132063","","","","","Leyland cypress trees are best grown in USDA hardiness zones 6 to 10, with temperatures no lower than minus 8 degrees Fahrenheit. However, zone 5 gardeners have been successfully growing them by providing mulch and an A-frame shelter in the winter months to protect them from snow and ice damage. Such sheltering is feasible only while the plants are young—unless you keep them short by pruning. Luckily, once the plants have matured, sheltering becomes unnecessary, as they are often sufficiently cold-hardy in zone 5.",""
"1667987287-18535","https://www.thespruce.com/plants-a-to-z-5116344","Lettuce Lactuca sativa","https://www.thespruce.com/how-to-grow-fresh-delicious-lettuce-1403404","Full sun, meaning at least six hours of direct sunlight on most days, is ideal for lettuce. But it also will grow in partial sun and does appreciate some shade in warm climates. However, too much shade can make the growth leggy and weak.","","","","",""
"1667987287-18536","https://www.thespruce.com/plants-a-to-z-5116344","Lettuce Lactuca sativa","https://www.thespruce.com/how-to-grow-fresh-delicious-lettuce-1403404","","Full sun, meaning at least six hours of direct sunlight on most days, is ideal for lettuce. But it also will grow in partial sun and does appreciate some shade in warm climates. However, too much shade can make the growth leggy and weak.","","","",""
"1667987287-18537","https://www.thespruce.com/plants-a-to-z-5116344","Lettuce Lactuca sativa","https://www.thespruce.com/how-to-grow-fresh-delicious-lettuce-1403404","","","Lettuce likes soil that's light, rich in organic matter, and well-draining. A neutral to slightly acidic soil pH is best.","","",""
"1667987287-18538","https://www.thespruce.com/plants-a-to-z-5116344","Lettuce Lactuca sativa","https://www.thespruce.com/how-to-grow-fresh-delicious-lettuce-1403404","","","","Like with other salad greens, it’s important to maintain even soil moisture for lettuce. If the soil gets too dry, the plants might bolt, or send up flower spikes and go to seed, which turns the leaves bitter. Dry soil also can cause the leaves to become sun-scorched. It’s best to water regularly throughout the week anytime the top inch of soil feels dry to the touch versus doing one weekly deep watering.","",""
"1667987287-18539","https://www.thespruce.com/plants-a-to-z-5116344","Lettuce Lactuca sativa","https://www.thespruce.com/how-to-grow-fresh-delicious-lettuce-1403404","","","","","Lettuce grows best in a temperature range between roughly 45 and 70 degrees Fahrenheit. Hot weather can turn the leaves bitter. For summer plantings, it is important to select varieties with heat tolerance. Some lettuce varieties can tolerate a light frost but not a freeze. Humidity typically isn't an issue for lettuce as long as adequate soil moisture is maintained and there's airflow around the plants.",""
"1667987294-18540","https://www.thespruce.com/plants-a-to-z-5116344","Lemongrass Cymbopogon citratus","https://www.thespruce.com/lemongrass-plant-profile-4686088","Lemongrass grows best in full sun, even in hot climates. At least six hours of direct sun per day will meet the plants' energy needs. Plants growing in shade will be sparse and may attract pests.3","","","","",""
"1667987294-18541","https://www.thespruce.com/plants-a-to-z-5116344","Lemongrass Cymbopogon citratus","https://www.thespruce.com/lemongrass-plant-profile-4686088","","Lemongrass grows best in full sun, even in hot climates. At least six hours of direct sun per day will meet the plants' energy needs. Plants growing in shade will be sparse and may attract pests.3","","","",""
"1667987294-18542","https://www.thespruce.com/plants-a-to-z-5116344","Lemongrass Cymbopogon citratus","https://www.thespruce.com/lemongrass-plant-profile-4686088","","","Lemongrass plants prefer rich, loamy soil. You can create this ideal soil by adding several different soil amendments: compost, manure, and leaf mold are all enrichments you can add at planting time.","","",""
"1667987294-18543","https://www.thespruce.com/plants-a-to-z-5116344","Lemongrass Cymbopogon citratus","https://www.thespruce.com/lemongrass-plant-profile-4686088","","","","Lemongrass prefers moist soil for best plant growth. The standard ""1 inch per week"" favored by many garden plants will allow lemongrass to thrive, but it can get by on considerably less. Once established, it has a good tolerance for drought. A 3-inch layer of mulch can help conserve soil moisture and will enrich the soil as it breaks down.3","",""
"1667987294-18544","https://www.thespruce.com/plants-a-to-z-5116344","Lemongrass Cymbopogon citratus","https://www.thespruce.com/lemongrass-plant-profile-4686088","","","","","Lemongrass thrives in hot, steamy climates. The time for growing lemongrass outdoors is similar to the timing for tomato planting—when night temperatures are in the 50s, it's time to plant. Lemongrass is very frost sensitive, so if you plan to overwinter the plant indoors in pots, bring it inside before temperatures drop into the 40s.3",""
"1667987299-18545","https://www.thespruce.com/plants-a-to-z-5116344","Lemon Tree Citrus limon","https://www.thespruce.com/lemon-tree-plant-profile-4846327","All citrus trees thrive in soil of medium texture and moderate depth with a slight acidity.","","","","",""
"1667987299-18546","https://www.thespruce.com/plants-a-to-z-5116344","Lemon Tree Citrus limon","https://www.thespruce.com/lemon-tree-plant-profile-4846327","","All citrus trees thrive in soil of medium texture and moderate depth with a slight acidity.","","","",""
"1667987302-18547","https://www.thespruce.com/plants-a-to-z-5116344","Lemon Cypress Cupressus macrocarpa 'goldcrest'","https://www.thespruce.com/growing-lemon-cypress-5113120","","","If kept as a houseplant, give it a thorough deep watering weekly, ensuring the soil is never too dry.","","",""
"1667987302-18548","https://www.thespruce.com/plants-a-to-z-5116344","Lemon Cypress Cupressus macrocarpa 'goldcrest'","https://www.thespruce.com/growing-lemon-cypress-5113120","","","","A lemon cypress prefers cool, moist climates. Temperatures above 80 degrees F in dry areas will tax the plant, while temperatures lower than 20 degrees F may cause tree damage or death.","",""
"1667987304-18549","https://www.thespruce.com/plants-a-to-z-5116344","Lemon Cucumber Cucumis sativus 'Lemon'","https://www.thespruce.com/lemon-cucumber-growing-guide-5202251","Well-draining soil will prevent rot of germinating seeds and the roots of developing plants. Keep the soil evenly moist while seeds are germinating. When seedlings appear, continue to water regularly to encourage the cucumbers to set flowers.","","","","",""
"1667987304-18550","https://www.thespruce.com/plants-a-to-z-5116344","Lemon Cucumber Cucumis sativus 'Lemon'","https://www.thespruce.com/lemon-cucumber-growing-guide-5202251","","Well-draining soil will prevent rot of germinating seeds and the roots of developing plants. Keep the soil evenly moist while seeds are germinating. When seedlings appear, continue to water regularly to encourage the cucumbers to set flowers.","","","",""
"1667987304-18551","https://www.thespruce.com/plants-a-to-z-5116344","Lemon Cucumber Cucumis sativus 'Lemon'","https://www.thespruce.com/lemon-cucumber-growing-guide-5202251","","","","","At planting time, apply a layer of organic mulch (straw, shredded leaves, or any another organic material)2 to keep roots cool, retain moisture, provide pest protection, and prevent the fruits from lying directly on soil. Do not use more than three inches of mulch, as too much mulch may exacerbate an existing slug issue.",""
